Company Name,Company Page URL,Engagement Level,Organic Impressions,Organic Engagements,Paid Impressions,Paid Clicks,Paid Engagements,Paid Conversions,Paid Leads,Paid Qualified Leads
"Perform Aerobic Gymnastics Club",https://www.linkedin.com/company/perform-aerobic,Very Low,,,3,,,,,
"CFTinstitutet - Institutet för Compassionfokuserad terapi",https://www.linkedin.com/company/cftinstitutet,Very Low,,,3,,,,,
"Sjunde AP-fonden, AP7",https://www.linkedin.com/company/sjunde-ap-fonden-ap7,Very Low,,,3,,,,,
"MSD Danmark",https://www.linkedin.com/company/msd-danmark,Very Low,,,3,,,,,
"GradusAnte AB",https://www.linkedin.com/company/gradusante-ab,Very Low,,,3,,,,,
"Klättercentret Skåne",https://www.linkedin.com/company/klattercentret,Very Low,,,3,,,,,
"ButiksDisplay",https://www.linkedin.com/company/butiksdisplay,Very Low,,,3,,,,,
"Öresund IT",https://www.linkedin.com/company/oresund-it-consulting-ab,Very Low,,,3,,,,,
"Unilin Insulation",https://www.linkedin.com/company/unilininsulation,Very Low,,,3,,,,,
"Ahnviks Papper AB",https://www.linkedin.com/company/ahnviks-papper-ab,Very Low,,,3,,,,,
"M3 Schakt AB",https://www.linkedin.com/company/m3-schakt-ab,Very Low,,,3,,,,,
"Alak Advokatbyrå",https://www.linkedin.com/company/alak-partners-juristbyra-ab,Very Low,,,3,,,,,
"Norfrig Truck Bodies AB",https://www.linkedin.com/company/norfrig-sverige-ab,Very Low,,,3,,,,,
"Kap I Östersund AB",https://www.linkedin.com/company/kapab,Very Low,,,3,,,,,
"Making Science",https://www.linkedin.com/company/making-science,Very Low,,,3,,,,,
"Mobilizing Expertise",https://www.linkedin.com/company/mobilizingme,Very Low,,,3,,,,,
"Nybryggt.nu",https://www.linkedin.com/company/nybryggt,Very Low,,,3,,,,,
"Alfing i Älmhult AB",https://www.linkedin.com/company/alfingialmhultab,Very High,7,7,3,,,,,
"Rubix Sweden",https://www.linkedin.com/company/rubix-sweden,Very Low,,,3,,,,,
"ID06 AB",https://www.linkedin.com/company/id06,Very Low,,,3,,,,,
"7 Steel Nordic",https://www.linkedin.com/company/7steelnordic,Very Low,,,3,,,,,
"DRIVR",https://www.linkedin.com/company/drivr-com,Very Low,,,3,,,,,
"FRONTSIDE Electronics AB",https://www.linkedin.com/company/frontside-electronics,Very Low,,,3,,,,,
"FIRST Personalpartner",https://www.linkedin.com/company/first-personalpartner,Very Low,,,3,,,,,
"Snabbgross",https://www.linkedin.com/company/axfood-snabbgross,Very High,12,16,3,,,,,
"Börjes Logistik & Spedition AB",https://www.linkedin.com/company/börjes-logistik-spedition-ab,Very Low,,,3,,,,,
"Caterbee",https://www.linkedin.com/company/caterbee-com,Very Low,,,3,,,,,
"Qryo",https://www.linkedin.com/company/qryo.se,Very Low,,,3,,,,,
"Cypro AB",https://www.linkedin.com/company/cypro-cyber-protection,Very Low,,,3,,,,,
"Waterfun i Malmö AB",https://www.linkedin.com/company/waterfun-i-malmö-ab,Very Low,,,3,,,,,
"Arrow Consulting AB",https://www.linkedin.com/company/arrow-consulting-ab,Very Low,,,3,,,,,
"100 Thieves",https://www.linkedin.com/company/100thieves,Very Low,,,3,,,,,
"Skeppsholmsgruppen",https://www.linkedin.com/company/skeppsholmsgruppen,Very Low,,,3,,,,,
"Arozzi",https://www.linkedin.com/company/arozzi,Very Low,,,3,,,,,
"Fandrake",https://www.linkedin.com/company/fandrake,Very Low,,,3,,,,,
"Westerman Multimodal Logistics",https://www.linkedin.com/company/westerman-multimodal-logistics,Very High,18,21,3,,,,,
"El av Sol",https://www.linkedin.com/company/el-av-sol,Very Low,,,3,,,,,
"Beulco Armatur AB",https://www.linkedin.com/company/www-beulcoarmatur-se,Very High,3,3,3,,,,,
"Sporrong & Eriksson Revisionsbyrå AB",https://www.linkedin.com/company/sporrongeriksson,Very Low,,,3,,,,,
"Forum för Health Policy",https://www.linkedin.com/company/forum-for-health-policy,Very Low,,,3,,,,,
"Västsvenska Miljökonsult AB",https://www.linkedin.com/company/vmk-ab,Very Low,,,3,,,,,
"Invent Medic Sweden AB",https://www.linkedin.com/company/invent-medic-sweden-ab,Very Low,,,3,,,,,
"EL-PÅGARNA I MALMÖ AB",https://www.linkedin.com/company/el-pågarna-i-malmö-ab,Very High,12,12,3,,,,,
"Science Park Gotland",https://www.linkedin.com/company/scienceparkgotland,Very Low,,,3,,,,,
"Awardit AB",https://www.linkedin.com/company/awardit-ab,Very Low,,,3,,,,,
"Clarion Hotel® & Congress Copenhagen Airport",https://www.linkedin.com/company/clarion-copenhagen-airport,Very Low,,,3,,,,,
"Saminvest AB",https://www.linkedin.com/company/saminvest-ab,Very Low,,,3,,,,,
"Fjällräven",https://www.linkedin.com/company/fjallraven,Very Low,,,3,,,,,
"Everday",https://www.linkedin.com/company/everday,Very Low,,,3,,,,,
"Plus1",https://www.linkedin.com/company/plus1ab,Very Low,,,3,,,,,
"S:t Lukas Kristianstad",https://www.linkedin.com/company/s-t-lukas-kristianstad,Very Low,,,3,,,,,
"Häckeberga Slott",https://www.linkedin.com/company/häckeberga-slott,Very Low,,,3,,,,,
"British Accounting & Finance Association",https://www.linkedin.com/company/british-accounting-finance-association,Very Low,,,3,,,,,
"AGREAT",https://www.linkedin.com/company/agreat.company,Very Low,,,3,,,,,
"Transformant",https://www.linkedin.com/company/transformant,Very Low,,,3,,,,,
"Structured Environment",https://www.linkedin.com/company/structuredenvironment,Very Low,,,3,,,,,
"Sownder",https://www.linkedin.com/company/sownder,Very Low,,,3,,,,,
"A.S Montage AB",https://www.linkedin.com/company/a-s-montage-ab,Very High,4,4,3,,,,,
"ISOPARTNER AB",https://www.linkedin.com/company/isopartnerab,Very Low,,,3,,,,,
"Utrikespolitiska föreningen Växjö | Association of International Affairs Växjö",https://www.linkedin.com/company/the-association-of-international-affairs-vaxjo,Very Low,,,3,,,,,
"KOMPAN Sverige AB",https://www.linkedin.com/company/kompan-sverige-ab,Very Low,,,3,,,,,
"PS Finance Group",https://www.linkedin.com/company/psfinancegroup,Very High,4,4,3,,,,,
"StaplesVR",https://www.linkedin.com/company/staplesvr,Very Low,,,3,,,,,
"Unga Aktiesparare Helsingborg",https://www.linkedin.com/company/ungaaktiespararehelsingborg,Very Low,,,3,,,,,
"Svets och tillbehör",https://www.linkedin.com/company/svetsochtillbehör,Very Low,,,3,,,,,
"NocNoc",https://www.linkedin.com/company/nocnocab,Very High,17,16,3,,,,,
"Värmlandstrafik",https://www.linkedin.com/company/värmlandstrafikab,Very Low,,,3,,,,,
"el LinKe",https://www.linkedin.com/company/ellinke,Very Low,,,3,,,,,
"Guide Gloves",https://www.linkedin.com/company/guidegloves,Very Low,,,3,,,,,
"Trollskogens Montessoriförskola",https://www.linkedin.com/company/trollskogensmontessoriförskola,Very High,,,3,,3,,,
"Devino Group AB",https://www.linkedin.com/company/devinogroupab,Very Low,,,3,,,,,
"Nya Ekonomikompetens",https://www.linkedin.com/company/nya-ekonomikompetens,Very Low,,,3,,,,,
"DE Teknik",https://www.linkedin.com/company/de-teknik,Very Low,,,3,,,,,
"SW Horto AB",https://www.linkedin.com/company/sw-horto,Very Low,,,3,,,,,
"EDF Danmark A/S",https://www.linkedin.com/company/edfdanmark,Very Low,,,3,,,,,
"Clarion Hotel® Sign",https://www.linkedin.com/company/clarionhotelsign,Very Low,,,3,,,,,
"Ventilationskontroll Aeolus AB",https://www.linkedin.com/company/ventilationskontroll-aeolus-ab,Very Low,,,3,,,,,
"Advania Group",https://www.linkedin.com/company/advania,Very Low,,,3,,,,,
"Cortopia Studios",https://www.linkedin.com/company/cortopia,Very Low,,,3,,,,,
"Boost Technical Power",https://www.linkedin.com/company/boost-technical-power,Very High,15,15,3,,,,,
"Pieplows Restauranger",https://www.linkedin.com/company/pieplows-restauranger,Very High,3,3,3,,,,,
"Egeryds",https://www.linkedin.com/company/egeryds,Very Low,,,3,,,,,
"Hymeth",https://www.linkedin.com/company/hymeth,Very Low,,,3,,,,,
"Malmöfestivalen",https://www.linkedin.com/company/malmöfestivalen,Very High,6,5,3,,,,,
"Cultor Team AB",https://www.linkedin.com/company/cultor-management-ab,Very Low,,,3,,,,,
"Global Leadership",https://www.linkedin.com/company/globalleadership-com,Very Low,,,3,,,,,
"Emergency Response Services",https://www.linkedin.com/company/emergency-response-services-pty-ltd,Very Low,,,3,,,,,
"Karlstadsjuristerna",https://www.linkedin.com/company/karlstadsjuristerna,Very Low,,,3,,,,,
"Invent Horizon IP",https://www.linkedin.com/company/invent-horizon-intellectual-property,Very Low,,,3,,,,,
"Nordiska folkhögskolan",https://www.linkedin.com/company/nordiskafolkhogskolan,Very High,15,15,3,,,,,
"CBRE GWS Sweden",https://www.linkedin.com/company/cbregws-sweden-ab,Very Low,,,3,,,,,
"Hydroscand A/S",https://www.linkedin.com/company/hydroscand-a-s,Very Low,,,3,,,,,
"WERKS Advokater",https://www.linkedin.com/company/werks-advokater,Very Low,,,3,,,,,
"Kalmar FF",https://www.linkedin.com/company/kalmar-ff-fotboll,Very High,4,5,3,,,,,
"Malmö Börssällskap",https://www.linkedin.com/company/malmö-börssällskap,Very High,6,7,3,,,,,
"HandelsFinance",https://www.linkedin.com/company/handelsfinance,Very Low,,,3,,,,,
"Skandinaviska Områdesskydd AB",https://www.linkedin.com/company/skandinaviska-områdesskydd-ab,Very Low,,,3,,,,,
"AT NORDIC PROPERTY GROUP AB",https://www.linkedin.com/company/at-nordic-property-group-ab,Very Low,,,3,,,,,
"International Sustainable Development Research Society",https://www.linkedin.com/company/international-sustainable-development-research-society,Very Low,,,3,,,,,
"Noscomed Medical Supply A/S",https://www.linkedin.com/company/noscomed,Very Low,,,3,,,,,
"E.M.S. Teknik AB",https://www.linkedin.com/company/e.m.s.-teknik-ab,Very Low,,,3,,,,,
"Thorn Creative",https://www.linkedin.com/company/thorn-creative-agency,Very Low,,,3,,,,,
"Länge Leve Kommunikation AB",https://www.linkedin.com/company/länge-leve-kommunikation-ab,Very High,8,8,3,,,,,
"Molekylverkstan Science Center",https://www.linkedin.com/company/molekylverkstan-science-center,Very Low,,,3,,,,,
"SOCAB Swedish Office Consulting AB",https://www.linkedin.com/company/swedish-office-consulting-ab,Very High,13,14,3,,,,,
"STORViX",https://www.linkedin.com/company/storvix,Very Low,,,3,,,,,
"BizMaker",https://www.linkedin.com/company/bizmaker,Very Low,,,3,,,,,
"Norrköpings Hamn",https://www.linkedin.com/company/norrköpings-hamn,Very Low,,,3,,,,,
"C-PRO AB",https://www.linkedin.com/company/c-pro-ab,Very Low,,,3,,,,,
"HR Dalarna",https://www.linkedin.com/company/hr-dalarna,Very Low,,,3,,,,,
"Nordic Expo Service",https://www.linkedin.com/company/nordicexposervice,Very High,18,18,3,,,,,
"Myndigheten för vård- och omsorgsanalys",https://www.linkedin.com/company/myndigheten-för-vård--och-omsorgsanalys,Very High,6,6,3,,,,,
"BESAB AB",https://www.linkedin.com/company/besab,Very Low,,,3,,,,,
"ENWELL AB",https://www.linkedin.com/company/enwell-ab,Very Low,,,3,,,,,
"Anocca",https://www.linkedin.com/company/anocca-ab,Very Low,,,3,,,,,
"Svenska Skolidrottsförbundet",https://www.linkedin.com/company/svenska-skolidrottsförbundet,Very High,7,7,3,,,,,
"AB Ystadbostäder",https://www.linkedin.com/company/ab-ystadbostader,Very High,14,15,3,,,,,
"Livsmedel i fokus",https://www.linkedin.com/company/livsmedelifokus,Very Low,,,3,,,,,
"RK Travel Group AB",https://www.linkedin.com/company/rk-travel-group-ab,Very Low,,,3,,,,,
"Elektrosignal Infra AB",https://www.linkedin.com/company/elektrosignal-infra-ab,Very Low,,,3,,,,,
"Prowork Kompetens",https://www.linkedin.com/company/proworkab,Very Low,,,3,,,,,
"Sydsvenska Elanläggningar SSE",https://www.linkedin.com/company/sydsvenska-elanläggningar-sse-ab,Very Low,,,3,,,,,
"PDL Center",https://www.linkedin.com/company/pdl-center,Very Low,,,3,,,,,
"Nääs Fabriker",https://www.linkedin.com/company/nääs-fabriker,Very Low,,,3,,,,,
"Xile Software AB",https://www.linkedin.com/company/xile-software,Very Low,,,3,,,,,
"H&M Foundation",https://www.linkedin.com/company/h-&-m-foundation,Very Low,,,3,,,,,
"Wise Admin (f.d. The Pace)",https://www.linkedin.com/company/wise-admin,Very Low,,,3,,,,,
"Mimer Medical",https://www.linkedin.com/company/mimermedicalab,Very Low,,,3,,,,,
"RG Marknadspartner",https://www.linkedin.com/company/rg-marknadspartner,Very Low,,,3,,,,,
"Myndigheten för delaktighet",https://www.linkedin.com/company/myndigheten-for-delaktighet,Very High,6,6,3,,,,,
"DXC Technology",https://www.linkedin.com/company/dxctechnology,Very Low,,,3,,,,,
"BLING",https://www.linkedin.com/company/blingstartup,Very High,3,3,3,,,,,
"Svenska Handbollslandslaget AB",https://www.linkedin.com/company/handbollslandslaget,Very High,13,14,3,,,,,
"CWS Sweden AB",https://www.linkedin.com/company/cws-boco-sweden-ab,Very Low,,,3,,,,,
"PMU",https://www.linkedin.com/company/pmu-sweden,Very Low,,,3,,,,,
"Näringsliv och tillväxt - Sundsvall​",https://www.linkedin.com/company/naringslivochtillvaxt-sundsvall,Very Low,,,3,,,,,
"Yrkeshögskolan i Mölnlycke",https://www.linkedin.com/company/yrkeshögskolan-i-mölnlycke,Very Low,,,3,,,,,
"Inspektionen för arbetslöshetsförsäkringen, IAF",https://www.linkedin.com/company/inspektionen-för-arbetslöshetsförsäkringen-iaf,Very Low,,,3,,,,,
"Emixa Nordics - Nextage Group",https://www.linkedin.com/company/emixa-nordics,Very Low,,,3,,,,,
"SD Worx",https://www.linkedin.com/company/sdworx,Very Low,,,3,,,,,
"Hammar",https://www.linkedin.com/company/hammar-lift,Very Low,,,3,,,,,
"Audi Sverige",https://www.linkedin.com/company/audi-sverige,Very Low,,,3,,,,,
"Lexicon IT-Proffs",https://www.linkedin.com/company/lexicon-it-proffs,Very High,7,7,3,,,,,
"Airmee",https://www.linkedin.com/company/airmee,Very Low,,,3,,,,,
"Bertelsmann Foundation",https://www.linkedin.com/company/bertelsmann-foundation-north-america-inc.,Very Low,,,3,,,,,
"Live Expo",https://www.linkedin.com/company/live-expo-ab,Very High,5,5,3,,,,,
"SWIFT-TECH LLC",https://www.linkedin.com/company/swiftechinc,Very Low,,,3,,,,,
"Citedo",https://www.linkedin.com/company/citedo,Very High,3,3,3,,,,,
"Elements",https://www.linkedin.com/company/elements-talent-consultancy,Very Low,,,3,,,,,
"WiTTRA Networks AB",https://www.linkedin.com/company/wittra,Very Low,,,3,,,,,
"Onomondo",https://www.linkedin.com/company/onomondo,Very Low,,,3,,,,,
"Privatläkarna",https://www.linkedin.com/company/privatl-karna,Very Low,,,3,,,,,
"Mobergs Produktkontroll AB - Member of Sesotec Group",https://www.linkedin.com/company/mobergs-produktkontroll-ab,Very Low,,,3,,,,,
"Telge Bostäder",https://www.linkedin.com/company/telge-bostäder,Very Low,,,3,,,,,
"Tunga Lyft AB, a Storskogen Group Company",https://www.linkedin.com/company/tunga-lyft-ab,Very High,9,7,3,,,,,
"Tele2 IoT",https://www.linkedin.com/company/tele2iot,Very Low,,,3,,,,,
"Telehantering",https://www.linkedin.com/company/telehantering,Very High,40,42,3,,,,,
"Simployer",https://www.linkedin.com/company/simployergroup,Very Low,,,3,,,,,
"Université Grenoble Alpes",https://www.linkedin.com/company/université-grenoble-alpes,Very Low,,,3,,,,,
"Golestan University",https://www.linkedin.com/company/golestan-university,Very Low,,,3,,,,,
"Röda Korsets Högskola",https://www.linkedin.com/company/röda-korsets-högskola,Very Low,,,3,,,,,
"Sophiahemmet Högskola",https://www.linkedin.com/company/sophiahemmet-hogskola,Very Low,,,3,,,,,
"University of Southampton Business School",https://www.linkedin.com/company/university-of-southampton-business-school,Very Low,,,3,,,,,
"École de guerre",https://www.linkedin.com/company/école-de-guerre,Very Low,,,3,,,,,
"Università degli Studi della Tuscia",https://www.linkedin.com/company/università-degli-studi-della-tuscia,Very Low,,,3,,,,,
"Hanken School of Economics",https://www.linkedin.com/company/hanken-svenska-handelshogskolan,Very Low,,,3,,,,,
"VR Events i Sverige AB",https://www.linkedin.com/company/vr-events-i-sverige-ab,Very Low,,,3,,,,,
"Lantmännen Biorefineries AB",https://www.linkedin.com/company/lantmannen-biorefineries-ab,Very Low,,,3,,,,,
"Speakit",https://www.linkedin.com/company/speakitjobs,Very Low,,,3,,,,,
"Maxi ICA Stormarknad Boglundsängen",https://www.linkedin.com/company/maxi-ica-stormarknad-boglundsängen,Very Low,,,3,,,,,
"Citroneer",https://www.linkedin.com/company/citroneer-wealth-advisors,Very Low,,,3,,,,,
"GEZE Scandinavia",https://www.linkedin.com/company/geze-scandinavia,Very Low,,,3,,,,,
"BioInitials",https://www.linkedin.com/company/bioinitials,Very Low,,,3,,,,,
"Generation Waste",https://www.linkedin.com/company/generationwaste,Very Low,,,3,,,,,
"Confect - Design your Catalog Ads",https://www.linkedin.com/company/confectio,Very Low,,,3,,,,,
"SamGIS Skåne",https://www.linkedin.com/company/samgis-skåne,Very High,8,9,3,,,,,
"OnlineFactory.asia",https://www.linkedin.com/company/onlinefactoryasia,Very Low,7,,3,,,,,
"xx",https://www.linkedin.com/company/parazelsus-india-pvt-ltd,Very Low,,,3,,,,,
"Svenska kyrkan i Norrköping",https://www.linkedin.com/company/svenska-kyrkan-i-norrköping,Very High,10,10,3,,,,,
"FEV Group",https://www.linkedin.com/company/fev-group,Very Low,,,3,,,,,
"Niels Brock Copenhagen Business College",https://www.linkedin.com/company/niels-brock-copenhagen-business-college,Very Low,,,3,,,,,
"Podimo",https://www.linkedin.com/company/podimo,Very Low,11,,3,,,,,
"Aperit AB",https://www.linkedin.com/company/aperit,Very Low,,,3,,,,,
"Sustainable Change Makers",https://www.linkedin.com/company/sustainable-change-makers,Very Low,,,3,,,,,
"Tress Sverige",https://www.linkedin.com/company/tress-sport-lek,Very High,18,18,3,,,,,
"PROJiGO",https://www.linkedin.com/company/projigo,Very Low,,,3,,,,,
"John Doe Invest",https://www.linkedin.com/company/john-doe-invest,Very High,43,44,3,,,,,
"Connect Bus",https://www.linkedin.com/company/connect-bus,Very Low,,,3,,,,,
"Bellman Group",https://www.linkedin.com/company/bellman-group,Very Low,,,3,,,,,
"Städax Fönsterputs  AB",https://www.linkedin.com/company/stadaxab,Very Low,,,3,,,,,
"PHINMA Education",https://www.linkedin.com/company/phinmaeducation,Very Low,,,3,,,,,
"IUC Värmland",https://www.linkedin.com/company/iuc-varmland,Very Low,,,3,,,,,
"SOLVATE LABORATORIES PVT.LTD.",https://www.linkedin.com/company/solvate-laboratories-pvt.ltd.,Very Low,,,3,,,,,
"Södermanlands Fotbollförbund",https://www.linkedin.com/company/sodermanlands-fotbollforbund,Very Low,,,3,,,,,
"NoHo Partners Denmark",https://www.linkedin.com/company/noho-partners-denmark,Very Low,,,3,,,,,
"Electricity Maps",https://www.linkedin.com/company/electricitymaps,Very Low,3,,3,,,,,
"Dreamlake",https://www.linkedin.com/company/dreamlake-ecommerce,Very Low,,,3,,,,,
"Vansbrosimningen",https://www.linkedin.com/company/vansbrosimningen,Very Low,,,3,,,,,
"Asgard Therapeutics",https://www.linkedin.com/company/asgardthx,Very Low,,,3,,,,,
"ARKIGROUP AB",https://www.linkedin.com/company/arkigroup,Very High,16,17,3,,,,,
"Consto Sverige",https://www.linkedin.com/company/consto,Very Low,,,3,,,,,
"German National Tourist Board",https://www.linkedin.com/company/german-national-tourist-board,Very High,9,9,3,,,,,
"Schibsted Marketing Services Sverige",https://www.linkedin.com/company/schibsted-marketing-services-sweden,Very Low,,,3,,,,,
"Högskolan Sapu - Skandinaviens Akademi för Psykoterapiutveckling",https://www.linkedin.com/company/sapu---skandinaviens-akademi-för-psykoterapiutveckling,Very Low,,,3,,,,,
"Bryggan Fastighetsekonomi",https://www.linkedin.com/company/bryggan-fastighetsekonomi,Very High,4,4,3,,,,,
"Wieland Electric",https://www.linkedin.com/company/wielandelectric,Very Low,,,3,,,,,
"GOT YOUR BACK™",https://www.linkedin.com/company/gotyourbackcorporatetrusteeservices,Very Low,,,3,,,,,
"METRIC Accounting",https://www.linkedin.com/company/metricaccounting-ab,Very Low,,,3,,,,,
"GoClimate",https://www.linkedin.com/company/goclimate,Very High,3,5,3,,,,,
"Svenska Klätterförbundet",https://www.linkedin.com/company/svenskaklatterforbundet,Very Low,,,3,,,,,
"Azerion",https://www.linkedin.com/company/azerion,Very Low,,,3,,,,,
"Sibbarps Husbryggeri",https://www.linkedin.com/company/sibbarps-husbryggeri,Very Low,,,3,,,,,
"Tosaf Color Service",https://www.linkedin.com/company/tosaf-color-service,Very Low,,,3,,,,,
"IASA - Institute of Accelerating Systems and Applications",https://www.linkedin.com/company/iasa-gr,Very Low,,,3,,,,,
"Bellevue Solskydd",https://www.linkedin.com/company/bellevue-solskydd,Very High,9,9,3,,,,,
"Market Ecology Sweden AB",https://www.linkedin.com/company/market-ecology-sweden-ab,Very Low,,,3,,,,,
"Frisør",https://www.linkedin.com/company/frisør,Very Low,,,3,,,,,
"Ideell Arena",https://www.linkedin.com/company/ideellarena,Very Low,,,3,,,,,
"Uddevalla Vuxenutbildning",https://www.linkedin.com/company/uddevallavuxenutbildning,Very Low,,,3,,,,,
"Svensk Solenergi",https://www.linkedin.com/company/svensk-solenergi,Very Low,,,3,,,,,
"Bernal Institute, University of Limerick",https://www.linkedin.com/company/bernal-institute-university-of-limerick,Very Low,,,3,,,,,
"Puls Bemanning & Rekrytering AB",https://www.linkedin.com/company/puls-bemanning-ab,Very Low,,,3,,,,,
"PNP",https://www.linkedin.com/company/pnp-network,Very Low,,,3,,,,,
"Northpower Stålhallar",https://www.linkedin.com/company/northpowerse,Very Low,,,3,,,,,
"NUVAB",https://www.linkedin.com/company/nuvab,Very Low,,,3,,,,,
"Eurovision Memories Song Contest",https://www.linkedin.com/company/eurovision-memories-song-contest,Very High,6,5,3,,,,,
"WaterborneTP",https://www.linkedin.com/company/waterbornetp,Very Low,,,3,,,,,
"Olivia Personlig Assistans AB",https://www.linkedin.com/company/oliviapersonligassistans,Very Low,,,3,,,,,
"Nova Industri AB",https://www.linkedin.com/company/nova-industri-ab,Very Low,,,3,,,,,
"Big Slap",https://www.linkedin.com/company/big-slap,Very High,4,5,3,,,,,
"Top Content",https://www.linkedin.com/company/top-content,Very Low,,,3,,,,,
"Svenska Tecknare",https://www.linkedin.com/company/svenska-tecknare,Very Low,,,3,,,,,
"DUG Foodtech AB",https://www.linkedin.com/company/dug-foodtech,Very Low,,,3,,,,,
"Johnson & Johnson MedTech",https://www.linkedin.com/company/johnson-&-johnson-medtech,Very Low,,,3,,,,,
"Vocean",https://www.linkedin.com/company/voceanab,Very Low,,,3,,,,,
"HYBRIT",https://www.linkedin.com/company/hybritdevelopment,Very Low,,,3,,,,,
"BroGripen AB",https://www.linkedin.com/company/brogripen-ab,Very Low,,,3,,,,,
"ELSA Sweden",https://www.linkedin.com/company/elsasweden,Very Low,,,3,,,,,
"TORMAX Sverige AB",https://www.linkedin.com/company/tormax-sverige-ab,Very Low,,,3,,,,,
"CLEEVEN Sc - Sweden",https://www.linkedin.com/company/cleeven-sweden,Very Low,,,3,,,,,
"Sjöbergs Workbenches AB",https://www.linkedin.com/company/sjöbergs-workbenches-ab,Very Low,,,3,,,,,
"Fredens Hus",https://www.linkedin.com/company/fredens-hus,Very Low,,,3,,,,,
"P Capital Partners",https://www.linkedin.com/company/p-capital-partners,Very Low,,,3,,,,,
"Headwear Scandinavia",https://www.linkedin.com/company/headwearscandinavia,Very Low,,,3,,,,,
"F5 Networking - Sweden",https://www.linkedin.com/company/f5networking-sweden,Very Low,,,3,,,,,
"Flickans Städ 🌸",https://www.linkedin.com/company/flickans-städ,Very Low,,,3,,,,,
"Rosengren & Co AB",https://www.linkedin.com/company/rosengren-co,Very Low,,,3,,,,,
"Omocom",https://www.linkedin.com/company/omocominsurance,Very High,19,23,3,,,,,
"Sundbyberg Avfall & Vatten AB",https://www.linkedin.com/company/sundbyberg-avfall-vatten,Very High,8,8,3,,,,,
"Göteborgs botaniska trädgård",https://www.linkedin.com/company/botaniska-tr-dg-rden,Very High,3,3,3,,,,,
"ENGSO",https://www.linkedin.com/company/engso,Very Low,,,3,,,,,
"Uncommon",https://www.linkedin.com/company/uncommon_space,Very Low,,,3,,,,,
"Ment",https://www.linkedin.com/company/goment,Very Low,,,3,,,,,
"Jumperfabriken Sweden AB",https://www.linkedin.com/company/jumperfabriken-sweden-ab,Very Low,,,3,,,,,
"SeventyOne Consulting",https://www.linkedin.com/company/seventyone-consulting-ab,Very Low,,,3,,,,,
"ECPAT Sverige",https://www.linkedin.com/company/ecpatsverige,Very High,13,13,3,,,,,
"Lenus",https://www.linkedin.com/company/lenus-ehealth,Very Low,,,3,,,,,
"Add:north",https://www.linkedin.com/company/add-north,Very Low,,,3,,,,,
"PTK",https://www.linkedin.com/company/ptk_se,Very Low,,,3,,,,,
"Ventab",https://www.linkedin.com/company/ventab,Very Low,,,3,,,,,
"Axxima Ekonomi AB",https://www.linkedin.com/company/axxima-ekonomi,Very Low,,,3,,,,,
"EP EQUIPMENT",https://www.linkedin.com/company/epequipment,Very Low,,,3,,,,,
"Kanthal",https://www.linkedin.com/company/kanthal,Very Low,,,3,,,,,
".MOOB",https://www.linkedin.com/company/.moob,Very Low,,,3,,,,,
"Radiohjälpen",https://www.linkedin.com/company/radiohjälpen,Very Low,,,3,,,,,
"Energikontor Norr",https://www.linkedin.com/company/energikontor-norr,Very Low,,,3,,,,,
"Svenska motorsportförbundet (Svemo)",https://www.linkedin.com/company/svemo,Very Low,,,3,,,,,
"PacsOn",https://www.linkedin.com/company/pacson,Very Low,,,3,,,,,
"Foodpeople A/S",https://www.linkedin.com/company/foodpeople-a-s,Very Low,,,3,,,,,
"Vakin (Vatten- och Avfallskompetens i Norr AB)",https://www.linkedin.com/company/vakin-vatten--och-avfallskompetens-i-norr-ab-,Very Low,,,3,,,,,
"SF Studios",https://www.linkedin.com/company/sf-studios,Very High,7,7,3,,,,,
"Cavendish Primary School",https://www.linkedin.com/company/cavendish-primary-school,Very Low,,,3,,,,,
"San Greal",https://www.linkedin.com/company/san-greal,Very Low,,,3,,,,,
"Lutze Group",https://www.linkedin.com/company/lutze,Very Low,,,3,,,,,
"Malmsten AB",https://www.linkedin.com/company/malmsten-ab,Very Low,,,3,,,,,
"Octapharma Sweden",https://www.linkedin.com/company/octapharma-sweden,Very Low,,,3,,,,,
"MotorHalland",https://www.linkedin.com/company/motorhalland,Very Low,,,3,,,,,
"yoummday",https://www.linkedin.com/company/yoummday-gmbh,Very Low,,,3,,,,,
"Bright Optical",https://www.linkedin.com/company/bright-optical-solutions-sweden-ab,Very High,4,4,3,,,,,
"VELTUFF Workwear",https://www.linkedin.com/company/veltuff-workwear,Very Low,,,3,,,,,
"Chemotechnique MB Diagnostics AB",https://www.linkedin.com/company/chemotechnique-diagnostics,Very High,4,4,3,,,,,
"RE:Source-SIP",https://www.linkedin.com/company/re-source-sip,Very Low,,,3,,,,,
"Queen Invest",https://www.linkedin.com/company/queen-invest,Very Low,,,3,,,,,
"NearYou Rekrytering & Bemanning",https://www.linkedin.com/company/nearyourekryteringbemanning,Very Low,,,3,,,,,
"NBI Bygg AB",https://www.linkedin.com/company/nbi-ab,Very High,4,4,3,,,,,
"VBA Syd AB",https://www.linkedin.com/company/vba-syd-ab,Very High,82,83,3,,,,,
"Four Office AB",https://www.linkedin.com/company/four-office-ab,Very Low,,,3,,,,,
"Gotit",https://www.linkedin.com/company/gotit-ab,Very Low,,,3,,,,,
"Make Trade - SweGo",https://www.linkedin.com/company/maketrade,Very Low,,,3,,,,,
